id,type,topic,input_style,status,passed,score,pass_score,question,reply,failed_checks,need_human,guardrail_blocked,model,cost_vnd,model_called,latency_ms,trace_id,diagnostic_stage,judge_reason,error
Q011_ASCII,normal,domain,unaccented,PASS,True,1.0,1.0,Kiem tra ten mien mima-ascii-demo.vn con dang ky duoc khong?,"Dạ, kết quả kiểm tra thử cho thấy tên miền mima-ascii-demo.vn đang khả dụng để đăng ký ạ. Đây là kết quả mô phỏng để kiểm thử, chưa phải dữ liệu WHOIS chính thức. Anh/chị có muốn em kiểm tra thêm tên miền khác không ạ?",,False,False,tool:check_domain,0.0,False,34,95850993-9163-4ca6-b4f3-3565e34b70ef,completed,,
Q012,normal,website_design,accented,PASS,True,1.0,1.0,Gói Website phổ thông có giá bao nhiêu?,"Gói Website phổ thông có giá 6.000.000đ, bao gồm thiết kế giao diện theo yêu cầu, tích hợp AI Content SEO, chuẩn SEO theo tiêu chuẩn Google và tặng kèm 5 bài viết chuẩn SEO cùng 200 chủ đề SEO ạ. Ngoài ra, gói này còn có các tiện ích như Zalo, nút gọi, chat ngay và bàn giao source code cho anh/chị. Anh/chị có muốn em tư vấn thêm chi tiết nào khác về gói thiết kế website này không ạ?",,False,False,gemini-3.5-flash-lite,19.5988,True,1807,bbea2ae6-1125-495f-aaab-658e55db6075,completed,,
Q013_ASCII,normal,process_contract,unaccented,PASS,True,1.0,1.0,So Zalo cua MIMA la bao nhieu?,"Dạ, anh/chị có thể liên hệ qua Zalo 0902875586 ạ. Anh/chị cần em hỗ trợ thêm nội dung gì không ạ?",,False,False,gemini-3.5-flash-lite,0.0,False,31,c949cf11-5879-43cd-bb31-8fbb3a41aba2,completed,,
Q014,normal,website_design,accented,PASS,True,1.0,1.0,Gói Website chuyên nghiệp giá thế nào?,"Dạ, gói Website chuyên nghiệp có giá niêm yết là 12.000.000đ anh/chị nhé. Gói này bao gồm các tính năng đầy đủ như gói khởi nghiệp, được tích hợp thêm chứng chỉ số SSL, đồng thời tặng kèm 20 bài viết chuẩn SEO và 500 chủ đề SEO. Tuy nhiên, gói này hiện chưa hỗ trợ tính năng song ngữ và giỏ hàng ạ. 

Anh/chị có muốn em gửi thêm thông tin chi tiết về các gói thiết kế website khác để mình dễ dàng lựa chọn không ạ?",,False,False,gemini-3.5-flash-lite,21.7542,True,1902,6c01d12c-0fe0-4043-8db8-7a5362847d96,completed,,
Q015_ASCII,normal,seo,unaccented,FAIL,False,0.5,1.0,MIMA co lam dich vu backlink khong?,Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:backlink,True,True,gemini-3.5-flash-lite,18.2754,True,1849,40e72e34-244f-41b0-9f32-0386c94170a1,blocked_output,,
Q016_ASCII,normal,domain,unaccented,PASS,True,1.0,1.0,Kiem tra ten mien hoa13-check.vn giup toi.,"Dạ, kết quả kiểm tra thử cho thấy tên miền hoa13-check.vn hiện không khả dụng để đăng ký ạ. Đây là kết quả mô phỏng để kiểm thử, chưa phải dữ liệu WHOIS chính thức. Anh/chị có muốn em kiểm tra thêm tên miền khác không ạ?",,False,False,tool:check_domain,0.0,False,50,5622ebfb-3034-4adc-906c-23656a4f6ca4,completed,,
H2N-W01,normal,website_design,accented,PASS,True,1.0,1.0,shop e bán quần áo cần giỏ hàng với 2 ngôn ngữ thì làm gói nào ạ,"Dạ, với nhu cầu bán quần áo cần tích hợp cả giỏ hàng và hỗ trợ song ngữ, gói Website cao cấp với mức giá 17.000.000đ sẽ là lựa chọn phù hợp nhất cho anh/chị ạ. Gói này đã bao gồm đầy đủ tính năng như gói chuyên nghiệp, cộng thêm giỏ hàng, hỗ trợ song ngữ, cùng quà tặng là 30 bài viết chuẩn SEO và 500 chủ đề SEO. Anh/chị có cần em hỗ trợ thêm thông tin chi tiết về các tính năng khác trong gói này không ạ?",,False,False,gemini-3.5-flash-lite,21.8322,True,1921,3094e888-41f2-46c7-ad18-d7010d1ca22e,completed,,
H2N-W02,normal,website_design,accented,PASS,True,1.0,1.0,gói web 2tr có dc lấy source về ko anh,"Dạ, đối với gói Website Basic giá 2.000.000đ, hiện chưa bao gồm việc bàn giao source code anh/chị nhé. Gói này sử dụng giao diện mẫu có sẵn và phù hợp cho việc khởi động nhanh với các tiện ích cơ bản như Zalo, nút gọi, chống copy nội dung và livechat. Nếu anh/chị cần gói có bàn giao source code, mình có thể tham khảo từ gói Phổ thông (6.000.000đ) trở lên ạ. 

Anh/chị có muốn em thông tin chi tiết hơn về các tính năng của gói Phổ thông không ạ?",,False,False,gemini-3.5-flash-lite,25.4098,True,1969,9d4e5db1-0cdb-4bbd-85e2-af6bb16b593c,completed,,
H2N-W03,normal,website_design,accented,FAIL,False,0.3333,1.0,web 6 triệu có hỗ trợ seo luôn không bên mình,Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:6.000.000; must_contain:AI Content SEO,True,True,gemini-3.5-flash-lite,20.2904,True,1902,94b867ae-3732-4ee0-9309-780e2f530de4,blocked_output,,
H2N-W04,normal,website_design,unaccented,FAIL,False,0.3333,1.0,goi 9tr xem tren dien thoai co bi vo giao dien k,"Số điện thoại anh/chị vừa nhập chưa hợp lệ. Vui lòng gửi SĐT Việt Nam gồm 10 số và bắt đầu bằng 03, 05, 07, 08 hoặc 09 ạ.",must_contain:9.000.000; must_contain:mobile,False,False,gemini-3.5-flash-lite,0.0,False,30,78e8fe47-dfdf-4c9f-a17d-069b36f8c9e5,completed,,
H2N-W05,normal,website_design,accented,FAIL,False,0.3333,1.0,gói chuyên nghiệp 12tr là có ssl rồi đúng ko em,Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:12.000.000; must_contain:SSL,True,True,gemini-3.5-flash-lite,17.1366,True,1793,1bfe017c-fa7f-48ec-9777-ebd3161a96b2,blocked_output,,
H2N-W06,normal,website_design,accented,PASS,True,1.0,1.0,web làm riêng có đăng nhập với thanh toán thì giá sao vậy,"Dạ, đối với yêu cầu làm website theo yêu cầu riêng có tích hợp các tính năng như đăng ký/đăng nhập và thanh toán online, bên em có gói Website theo yêu cầu (gói cao cấp nhất). Tuy nhiên, mức giá của gói này không niêm yết cố định mà sẽ được báo riêng qua Zalo để phù hợp nhất với các tính năng chi tiết mà anh/chị mong muốn. Nếu anh/chị cần hỗ trợ trao đổi chi tiết hơn, anh/chị có thể liên hệ trực tiếp qua Zalo 0902875586 hoặc gọi hotline 0909 035 333 ạ. 

Em xin phép kết nối anh/chị với chuyên viên tư vấn để nhận báo giá chính xác nhất cho yêu cầu này nhé.",,False,False,gemini-3.5-flash-lite,27.4898,True,1842,9f379bf6-8348-4044-bfb0-28292b2649b7,completed,,
H2N-W07,normal,website_design,accented,PASS,True,1.0,1.0,trước khi code bên mình có cho coi giao diện để sửa màu ko,"Dạ, bên em có cho phép anh/chị duyệt giao diện trước khi tiến hành lập trình ạ. Anh/chị sẽ được chỉnh sửa màu sắc và bố cục sao cho phù hợp nhất với nhận diện thương hiệu của mình. Không biết anh/chị đang quan tâm đến lĩnh vực kinh doanh nào để em tư vấn thêm mẫu giao diện phù hợp ạ?",,False,False,gemini-3.5-flash-lite,22.0532,True,1765,bda7039a-ecec-4387-a1d1-a1d159aeff0f,completed,,
H2N-W08,normal,website_design,accented,FAIL,False,0.6667,1.0,muốn bàn giao code web luôn thì từ gói bao nhiêu vậy ạ,"Dạ, với yêu cầu được bàn giao source code thì anh/chị có thể tham khảo từ gói Website phổ thông giá 6.000.000đ, gói khởi nghiệp 9.000.000đ, gói chuyên nghiệp 12.000.000đ hoặc các gói cao cấp hơn ạ. Riêng gói Basic giá 2.000.000đ thì chưa hỗ trợ bàn giao source code. Anh/chị đang quan tâm đến tính năng nào khác cho trang web của mình không ạ?",must_not_contain:2.000.000,False,False,gemini-3.5-flash-lite,24.1826,True,2001,2f518260-7a23-430b-a338-73256b1648d8,completed,,
H2N-W09,normal,website_design,accented,PASS,True,1.0,1.0,web basic 2 triệu có bán hàng thêm giỏ hàng được chưa,"Dạ, gói Website Basic giá 2.000.000đ hiện tại chưa có tính năng giỏ hàng anh/chị nhé. Theo thông tin em có, gói này sử dụng giao diện mẫu có sẵn và phù hợp với các trang giới thiệu cơ bản. Nếu anh/chị cần tính năng giỏ hàng, mình có thể tham khảo các gói cao cấp hơn như gói cao cấp hoặc gói thiết kế theo yêu cầu. 

Anh/chị có muốn em kết nối với chuyên viên tư vấn để trao đổi chi tiết hơn về các gói phù hợp với nhu cầu bán hàng của mình không ạ?",,False,False,gemini-3.5-flash-lite,21.1172,True,1731,e16c5f21-fd76-4789-9fde-531c33c83674,completed,,
H2N-W10,normal,website_design,accented,PASS,True,1.0,1.0,bên e có gói nào vừa song ngữ vừa bán hàng online ko,"Dạ chào anh/chị, bên em có gói Website cao cấp với giá 17.000.000đ đáp ứng được nhu cầu của anh/chị ạ. Gói này bao gồm đầy đủ tính năng như gói chuyên nghiệp, đồng thời có thêm tính năng giỏ hàng để bán hàng online và hỗ trợ song ngữ, cùng quà tặng 30 bài viết chuẩn SEO và 500 chủ đề SEO. Ngoài ra, bên em còn có gói thiết kế theo yêu cầu cao cấp nhất với nhiều tính năng nâng cao khác nhưng sẽ được báo giá riêng qua Zalo. Anh/chị có muốn em kết nối chuyên viên để tư vấn chi tiết hơn về các tính năng này không ạ?",,False,False,gemini-3.5-flash-lite,26.1326,True,1963,088ac92c-3169-4f1c-b651-6a093fa8f2a9,completed,,
H2N-W11,normal,website_design,accented,FAIL,False,0.3333,1.0,"web bên mình code bằng công nghệ gì vậy, html hay sao",Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:HTML5; must_contain:CSS3,True,True,gemini-3.5-flash-lite,22.8124,True,1909,778f8408-ce66-404d-ba93-daddbe9baef2,blocked_output,,
H2N-W12,normal,website_design,accented,FAIL,False,0.6667,1.0,web chuẩn google là chuẩn những cái gì v em,"Dạ, website chuẩn Google (hay chuẩn SEO) là website được xây dựng theo các tiêu chí và thuật toán của Google để dễ dàng được lập chỉ mục, giúp cấu trúc, từ khóa và nội dung trở nên rõ ràng hơn. Ngoài ra, loại website này còn đảm bảo tốc độ tải trang nhanh, tương thích tốt với thiết bị di động và hỗ trợ tốt cho việc lên top từ khóa tìm kiếm. 

Anh/chị có đang quan tâm đến việc xây dựng một trang web mới cho dự án sắp tới của mình không ạ?",must_contain:mobile,False,False,gemini-3.5-flash-lite,18.4262,True,1562,c76a3ffd-9c49-4249-9bb2-d78f2af06e2f,completed,,
H2N-W13,normal,website_design,accented,FAIL,False,0.3333,1.0,mình có làm web riêng cho phòng khám nha khoa không ạ,Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:thiết kế riêng; must_contain:ngành,True,True,gemini-3.5-flash-lite,22.7422,True,2088,5594fabc-7b13-4411-8cc2-79ebfb0438af,blocked_output,,
H2N-W14,normal,website_design,accented,PASS,True,1.0,1.0,"cần web có phân quyền nhân viên, đăng nhập với thanh toán online thì chọn gói nào","Dạ chào anh/chị, với yêu cầu thiết kế website có tính năng phân quyền quản trị, đăng ký/đăng nhập và thanh toán online thì anh/chị cần sử dụng gói Website theo yêu cầu ạ. Đây là gói cao cấp nhất với đầy đủ các tính năng nâng cao, và mức giá cụ thể của gói này sẽ được báo riêng qua Zalo chứ không niêm yết cố định. Anh/chị có thể liên hệ qua Zalo 0902875586 hoặc gọi hotline 0909 035 333 để em kết nối chuyên viên tư vấn chi tiết hơn cho mình nhé. Anh/chị có muốn em hỗ trợ thêm thông tin nào khác về các gói thiết kế website không ạ?",,False,False,gemini-3.5-flash-lite,26.8866,True,1946,bec1bc46-2086-43f9-9cf3-f8b9519aeda7,completed,,
H2N-S01,normal,seo,accented,PASS,True,1.0,1.0,seo tổng thể bên em làm những hạng mục nào vậy,"Dạ dịch vụ SEO tổng thể của bên em triển khai chiến lược toàn diện bao gồm nghiên cứu từ khóa, tối ưu cấu trúc website, viết bài chuẩn SEO, link building, entity SEO, schema markup, tăng traffic người dùng thật và xây dựng backlink. Các công việc này nhằm nỗ lực tăng thứ hạng từ khóa, thu hút traffic tự nhiên và tạo nền tảng tăng trưởng dài hạn dựa trên dữ liệu thực tế của doanh nghiệp anh/chị ạ. Anh/chị có muốn em tư vấn chi tiết hơn về các hạng mục này không ạ?",,False,False,gemini-3.5-flash-lite,22.4328,True,1685,8cfa5ab9-1fac-4a8d-8aca-8ef571b3050f,completed,,
H2N-S02,normal,seo,accented,FAIL,False,0.6667,1.0,"seo tính phí sao, có bảng giá sẵn gửi anh xem ko",Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ. Anh/chị có thể liên hệ trực tiếp qua hotline 0909 035 333 hoặc Zalo 0902875586 để được hỗ trợ chi tiết về bảng giá SEO nhé. Em có thể hỗ trợ thêm thông tin gì về dịch vụ thiết kế website cho anh/chị không ạ?,must_contain:nhu cầu,False,False,gemini-3.5-flash-lite,22.5576,True,1723,03820976-d1dc-4fb1-9cd3-9c9794156a90,completed,,
H2N-S03,normal,seo,accented,PASS,True,1.0,1.0,bên mình có đi backlink cho web mới không bạn,"Dạ bên em có cung cấp dịch vụ backlink giúp xây dựng liên kết từ các website khác trỏ về website của anh/chị ạ. Dịch vụ này hỗ trợ tăng uy tín với Google và cải thiện thứ hạng từ khóa dựa trên các nỗ lực tối ưu thực tế. Tuy nhiên, để báo chi tiết về gói dịch vụ phù hợp cho website mới, em xin phép kết nối anh/chị với chuyên viên tư vấn ạ. 

Anh/chị có cần em chuyển thông tin ngay để chuyên viên hỗ trợ mình không ạ?",,False,False,gemini-3.5-flash-lite,19.331,True,1775,a44e4de0-4dcc-45d7-a8f6-6593c45b0cd4,completed,,
H2N-S04,normal,seo,accented,FAIL,False,0.5,1.0,traffic user thật là người vô web thật hay vẫn chạy bot vậy,Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:người dùng thật,True,True,gemini-3.5-flash-lite,17.459,True,1715,a71f0c7b-2917-4239-bd11-48fbe363f9e9,blocked_output,,
H2N-S05,normal,seo,accented,PASS,True,1.0,1.0,seo bên mima có làm entity với schema luôn ko,"Dạ, dịch vụ SEO của MIMA bên em có triển khai entity SEO và schema markup anh/chị nhé. Ngoài ra, chiến lược SEO tổng thể còn bao gồm nghiên cứu từ khóa, tối ưu cấu trúc website, viết bài chuẩn SEO, link building và tăng traffic người dùng thật nhằm xây dựng nền tảng tăng trưởng dài hạn. Vì đây là dịch vụ SEO, em xin phép kết nối anh/chị với chuyên viên tư vấn để trao đổi chi tiết hơn về báo giá và kế hoạch triển khai ạ. Anh/chị có muốn em chuyển thông tin cho chuyên viên ngay không ạ?",,False,False,gemini-3.5-flash-lite,18.85,True,1946,7fe6f793-febf-48b2-ba35-61a3af68fe10,completed,,
H2N-S06,normal,seo,accented,PASS,True,1.0,1.0,seo khoảng mấy tháng thì chắc chắn lên top 1 vậy em,"Dạ, MIMA không thể cam kết chắc chắn website đạt thứ hạng, ra đơn hoặc tăng doanh thu trong một thời hạn cố định. Kết quả thực tế còn phụ thuộc dữ liệu, mức độ cạnh tranh và thuật toán Google; bên em chỉ cam kết nỗ lực triển khai minh bạch theo kế hoạch. Em xin phép chuyển anh/chị đến chuyên viên tư vấn để trao đổi lộ trình phù hợp ạ.",,True,True,gemini-3.5-flash-lite,0.0,False,24,0f483c70-8959-458f-92ee-8a05b821f5ad,blocked_output,,
H2N-S07,normal,seo,accented,PASS,True,1.0,1.0,web làm xong bên mình có nhận chăm sóc cập nhật bài với bảo mật ko,"Dạ chào anh/chị, bên em có cung cấp dịch vụ chăm sóc website trọn gói để hỗ trợ anh/chị cập nhật nội dung, tối ưu tốc độ, bảo mật và hỗ trợ SEO định kỳ sau khi bàn giao web ạ. Dịch vụ này giúp website của anh/chị luôn hoạt động ổn định và an toàn theo chuẩn thuật toán Google. Không biết anh/chị đang quan tâm đến gói thiết kế website nào để em tư vấn chi tiết hơn cho mình ạ?",,False,False,gemini-3.5-flash-lite,24.3568,True,1926,60d8a169-5aa5-4f1f-b89a-d6d1c47a778d,completed,,
H2N-D01,normal,domain,accented,PASS,True,1.0,1.0,check dùm mình banhmiba.net còn mua được ko ạ,"Dạ, kết quả kiểm tra thử cho thấy tên miền banhmiba.net đang khả dụng để đăng ký ạ. Đây là kết quả mô phỏng để kiểm thử, chưa phải dữ liệu WHOIS chính thức. Anh/chị có muốn em kiểm tra thêm tên miền khác không ạ?",,False,False,tool:check_domain,0.0,False,16,c01ab4a8-4346-4e7a-b7b3-db9ab0aaf21d,completed,,
H2N-D02,normal,domain,accented,PASS,True,1.0,1.0,shopmebe.vn còn đăng kí dc k bạn,"Dạ, kết quả kiểm tra thử cho thấy tên miền shopmebe.vn đang khả dụng để đăng ký ạ. Đây là kết quả mô phỏng để kiểm thử, chưa phải dữ liệu WHOIS chính thức. Anh/chị có muốn em kiểm tra thêm tên miền khác không ạ?",,False,False,tool:check_domain,0.0,False,29,e7fac980-6dff-42e6-8731-89aab83dafec,completed,,
H2N-D03,normal,domain,accented,PASS,True,1.0,1.0,tra giúp anh tên miền noithatminhphat.com với,"Được ạ, để em kiểm tra tình trạng của tên miền noithatminhphat.com cho anh nhé. Anh/chị đợi em một chút để hệ thống tra cứu thông tin chính xác ạ.",,False,False,gemini-3.5-flash-lite,14.976,True,1760,d31f55cb-5e52-4528-891e-f653c22971da,completed,,
H2N-D04,normal,domain,accented,PASS,True,1.0,1.0,abcxyz.com.vn có ai đăng ký chưa em ơi,"Dạ, kết quả kiểm tra thử cho thấy tên miền abcxyz.com.vn đang khả dụng để đăng ký ạ. Đây là kết quả mô phỏng để kiểm thử, chưa phải dữ liệu WHOIS chính thức. Anh/chị có muốn em kiểm tra thêm tên miền khác không ạ?",,False,False,tool:check_domain,0.0,False,32,b6bdb452-cc9d-4d69-a3dd-46d571a08f36,completed,,
H2N-D05,normal,domain,unaccented,PASS,True,1.0,1.0,m check giup ten mien quanlyspa.vn con khong nha,"Dạ, kết quả kiểm tra thử cho thấy tên miền quanlyspa.vn hiện không khả dụng để đăng ký ạ. Đây là kết quả mô phỏng để kiểm thử, chưa phải dữ liệu WHOIS chính thức. Anh/chị có muốn em kiểm tra thêm tên miền khác không ạ?",,False,False,tool:check_domain,0.0,False,27,8f5e09d9-87a0-42a4-a440-a3883d8d47f5,completed,,
H2N-H01,normal,hosting_email,accented,FAIL,False,0.3333,1.0,"hosting bên mình uptime bao nhiêu vậy, web hay bị sập ko",Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:99.9%; must_contain:tốc độ cao,True,True,gemini-3.5-flash-lite,15.8444,True,2041,b9527f42-85d3-41d8-80cd-50e600ca13b7,blocked_output,,
H2N-H02,normal,hosting_email,accented,PASS,True,1.0,1.0,hosting seo khác hosting thường chỗ nào em,"Dạ chào anh/chị, dịch vụ Hosting SEO của MIMA được tối ưu riêng để hỗ trợ website cải thiện thứ hạng trên các công cụ tìm kiếm bên cạnh việc cung cấp lưu trữ web tốc độ cao và uptime 99.9%. Trong khi đó, hosting thông thường chỉ tập trung vào việc lưu trữ website và vận hành cơ bản mà không được chuyên biệt hóa cho các yếu tố kỹ thuật hỗ trợ SEO. Để em có thể hỗ trợ anh/chị chi tiết hơn về các tính năng kỹ thuật này, anh/chị có muốn em kết nối với chuyên viên tư vấn không ạ?",,False,False,gemini-3.5-flash-lite,18.8526,True,2112,c75c92c3-4df9-4e1a-9b39-04788891ff84,completed,,
H2N-H03,normal,hosting_email,accented,PASS,True,1.0,1.0,cho anh xin giá hosting 1 năm bên mình,Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,,False,False,gemini-3.5-flash-lite,17.7242,True,1762,d3c9b716-042d-47af-abb5-c7b53776b07b,completed,,
H2N-H04,normal,hosting_email,accented,FAIL,False,0.5,1.0,"cty mình cần mail theo tên miền, mima có làm email doanh nghiệp k",Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:Email hosting,True,True,gemini-3.5-flash-lite,23.5534,True,1912,5fed551e-d209-40ad-8288-8332fee5ce03,blocked_output,,
H2N-H05,normal,hosting_email,accented,PASS,True,1.0,1.0,email hosting tính bao nhiêu 1 tài khoản vậy bạn,Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,,False,False,gemini-3.5-flash-lite,15.3374,True,1502,0d93c786-cb28-49fe-95fa-81e826147762,completed,,
H2N-H06,normal,hosting_email,accented,FAIL,False,0.3333,1.0,làm web trọn gói có hỗ trợ đăng ký tên miền với hosting luôn chưa,Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:tên miền; must_contain:hosting,False,False,gemini-3.5-flash-lite,11.2268,True,1047,57730b94-6bc2-4904-81a3-2d7b4e7e6516,completed,,
H2N-H07,normal,hosting_email,accented,FAIL,False,0.3333,1.0,"gói web nào có ssl sẵn vậy, mình sợ web báo không bảo mật",Phần này em xin phép kết nối anh/chị với chuyên viên tư vấn ạ.,must_contain:12.000.000; must_contain:SSL,True,True,gemini-3.5-flash-lite,24.2944,True,2016,b1c731cc-c0cf-49a8-854e-cc4c8897f6c3,blocked_output,,
